id,date,language,title,normalized_rating,actual_rating,offering_Accommodation,offering_Food & Beverage,offering_Retail,offering_Tourism Attractions/ Sites,offering_Religious,destination,sentiment_lexicon,sentiment_LLM,clean_content,theme_LDA,theme_BERT,num_offerings,month_year
377380-167536356037,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,انصح الجميع بزيارة المكان,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
377380-167536357562,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الله اكبر,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536359281,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,اللهم صل محمد,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536359322,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أطهر بقعة الأرض,Attractions & Scenic / Heritage Sites,Hotel cleanliness quality,1,2021-02
377380-167536366185,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,best purest holiest spot earth,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536366193,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,روعة مشاء الله,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536366201,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,classy nice deal organizer wonderful organization circumstance corona pandemic,Food & Dining / Restaurants,Cinema experience,1,2021-02
377380-167536366268,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,negative,وش تقول بقصر مكة,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536366270,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,best place muslim visit,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536366378,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,راحة نفسية وطمأنينة,Religious / Spiritual & Tranquil Sites,Peaceful and Beautiful Atmosphere,1,2021-02
377380-167536366394,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,praise god blessing islam worker royal campus grateful good arrangement good moral,Food & Dining / Restaurants,Family-friendly place,1,2021-02
377380-167536372590,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,love,Food & Dining / Restaurants,Customer satisfaction,1,2021-02
377380-167536377154,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,روحانية,City Amenities & Shopping (Riyadh-focused),Beautiful places,1,2021-02
377380-167536377177,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,negative,comment word feeling fail express holiest place earth,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536377206,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,home allah,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536381839,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,praise god lord world lord protector home,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536381871,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,beautiful place world,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536386567,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,بيت الله العتيق اعزه الله,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536388312,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,negative,strange put evaluation prophet mosque reasonable deserve establish prophet mosque seal prophet messenger,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536393043,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,80.0,4.0,0,0,0,0,1,Makkah,positive,positive,age special thank god,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536394928,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,neutral,organization rafting great quest need organized time start alsafa marwah need presence people divergence organizational process pilgrim remember effort thanks blesstm,Food & Dining / Restaurants,Parking and Access,1,2021-02
377380-167536394998,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,sacred mosque kiss heart long lord justice love,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536401080,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,20.0,1.0,0,0,0,0,1,Makkah,positive,positive,cool place nothing like,Food & Dining / Restaurants,Family-friendly place,1,2021-02
377380-167536408572,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,80.0,4.0,0,0,0,0,1,Makkah,positive,positive,awesome sweetened life easily easily spacing splendor,Food & Dining / Restaurants,Bathroom cleanliness issues,1,2021-02
377380-167536413174,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,subhanallah want come yesterday satisfied day,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536413356,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,oh god lift scourge u lord world,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536413413,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,oh lord response beautiful oh god remove grief nation,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536413417,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,lord bring u good world hereafter good save u torment hellfire,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536413509,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,oh god grant u visit prophet may god prayer peace upon pilgrimage house god,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536413512,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,holiest place love god hundred thousand prayer,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536416022,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,may god accept u righteous deed may god preserve custodian two holy mosque king suleiman bin abdulaziz,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536423136,2021-02-10 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,خير بقاع الأرض,Attractions & Scenic / Heritage Sites,Beautiful places,1,2021-02
377380-167536424921,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,best comfortable thing world taste life go without saying sacred house god glory god almighty praise,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536425215,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,desirable umrah always like reservation application problem inconvenience easy easy,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-02
377380-167536425219,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,best place go earth,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536426607,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,beautiful wonderful spiritual place course renovation affect calm atmosphere,Food & Dining / Restaurants,Peaceful and Beautiful Atmosphere,1,2021-02
377380-167536438382,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,neutral,best place service comparable place earth,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536442609,2021-02-10 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,مكان ممتاز,Accommodation & Positive Venue Experience,Beautiful places,1,2021-02
377380-167536449252,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,first side every muslim beloved country give place attention may god reward,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536456100,2021-02-10 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,neutral,organizing entering umrah praying permission,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-02
377380-167538458246,2021-02-11 10:26:00+00:00,ara,Carlton Al Moaibed Hotel Dammam,100.0,5.0,1,0,0,0,0,Khobar,neutral,neutral,مجموعة الشبيلي,Religious / Spiritual & Tranquil Sites,Need for improvement,1,2021-02
377380-167544201339,2021-02-13 08:52:00+00:00,ara,Holiday Inn Riyadh - Meydan,100.0,5.0,1,1,0,0,0,Riyadh,neutral,positive,وين ماسكنت فنادق يبقى الفرع بالتحديد جمالة ولمساتة الخاصة الخدمة مرة ممتازة والعاملين الكل يسعى لخدمتك والجميع مبتسم الديكور والاثاث جميل جدا والسرير واثاث الغرفة واللونها مرة مريحة للعين والجسد والجلسات اللوبي وفي الفندق بشكل عام ممتازة واطلالات اغلب الغرف رائعه بإختصار فندقي المفضل الرياض جودة وتعامل وقيمة وسعر ممتاز اتمنى التوفيق,Accommodation & Positive Venue Experience,Hotel cleanliness quality,2,2021-02
377380-167544205475,2021-02-12 16:50:00+00:00,ara,Nawazi Watheer Hotel,40.0,2.0,1,0,0,0,0,Makkah,neutral,negative,الصور مهيب الواقع,Attractions & Scenic / Heritage Sites,Catalina plane wreck,1,2021-02
377380-167544205606,2021-02-11 11:48:00+00:00,ara,Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,100.0,5.0,1,0,0,0,0,Hail,neutral,positive,نظافة واحترام وبوفيه ممتاز,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
377380-167544207793,2021-02-11 11:48:00+00:00,ara,Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,20.0,1.0,1,0,0,0,0,Hail,neutral,negative,اسوء تجربة فندقية مرت علي بحياتي التكييف جدا الفندق حولته بارد ماينفع كلامهم لانه مركزي الاستقبال سيء وفوق هالسلبيات غالي,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167544873535,2021-02-11 12:01:00+00:00,ara,The Hotel Galleria By Elaf,100.0,5.0,1,0,0,0,0,Jeddah,neutral,positive,الفندق رهيب وتعامل الموظفين جميل,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167544880017,2021-02-11 12:01:00+00:00,ara,The Hotel Galleria By Elaf,80.0,4.0,1,0,0,0,0,Jeddah,neutral,neutral,الغرف صغيره وليست صورة التطبيقات المعلنه للفندق دورة المياه صغيره اني حجزت غرفه كبيره جدا,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167545751657,2021-02-13 05:04:00+00:00,ara,DoubleTree by Hilton Hotel Dhahran,60.0,3.0,1,1,0,0,0,Khobar,neutral,negative,اثاثه قديم جدا الأرضيه عليها بقع,Accommodation & Positive Venue Experience,Hotel cleanliness quality,2,2021-02
377380-167545755135,2021-02-11 12:13:00+00:00,ara,Aswar Hotel Suites,80.0,4.0,0,1,0,0,0,Riyadh,neutral,positive,نظيفة ومرتبة ومريحه,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167547129340,2021-02-12 17:35:00+00:00,ara,InterContinental Madinah-Dar Al Iman,100.0,5.0,1,0,0,0,0,Madinah,neutral,positive,تجربه رائعه جددددددا طاقم الفندق خدووممين ومتعاونين موظفين خدمه الغرف ملتزمين بالوقت غرف نظيفه وكبيرة قرييييب جدا الحرم وذي اهم نقطه بوفيه الفطور متنوع ولذيييييذ حسن تعامل ملحووووظ التزام كامل للإجراءات السلامه والتباعد,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167549060167,2021-02-11 13:09:00+00:00,ara,Midan Hotel,100.0,5.0,1,0,0,0,0,Makkah,neutral,positive,فندق روووعه نظافه ، فخامه ، راحه ، هدوء ، فطور لذيذ ، مواقف سيارات شيء ياليت ينتبهون الغرف مافي شبك الشبابيك واذا فتحنا الشباك دخلت الحشرات,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167549060961,2021-02-11 13:09:00+00:00,ara,Midan Hotel,80.0,4.0,1,0,0,0,0,Makkah,neutral,positive,جمالك جمال مش عادي,Accommodation & Positive Venue Experience,Need for improvement,1,2021-02
377380-167549064232,2021-02-11 13:09:00+00:00,ara,Midan Hotel,100.0,5.0,1,0,0,0,0,Makkah,neutral,positive,فندق جميل جدا النواحي استمتعنا بالاقامه,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167553819084,2021-02-08 00:00:00+00:00,ara,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,100.0,5.0,0,1,0,0,0,Dammam,neutral,negative,الصراحه مطعم ماعليه كلام,Accommodation & Positive Venue Experience,Restaurant dining experience,1,2021-02
377380-167553819238,2021-02-09 00:00:00+00:00,ara,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,100.0,5.0,0,1,0,0,0,Dammam,neutral,positive,الفطائر والشاورما لذيذة,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167553819335,2021-02-12 00:00:00+00:00,ara,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,100.0,5.0,0,1,0,0,0,Dammam,neutral,neutral,اسم مسمى,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167553819336,2021-02-12 00:00:00+00:00,eng,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,60.0,3.0,0,1,0,0,0,Dammam,positive,positive,good,Food & Dining / Restaurants,Positive customer feedback,1,2021-02
377380-167553820020,2021-02-12 20:16:00+00:00,ara,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,100.0,5.0,0,1,0,0,0,Dammam,neutral,positive,المطاعم الممتازه بخوص النظافه وجودة الاكل ويمتاز بتوفر الاصناف,Attractions & Scenic / Heritage Sites,Restaurant dining experience,1,2021-02
377380-167553820181,2021-02-09 00:00:00+00:00,ara,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,80.0,4.0,0,1,0,0,0,Dammam,neutral,positive,اكلهم ممتاز ولذيذ,Religious / Spiritual & Tranquil Sites,Restaurant dining experience,1,2021-02
377380-167553821160,2021-02-11 00:00:00+00:00,eng,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,100.0,5.0,0,1,0,0,0,Dammam,positive,positive,first experience tried shawarma excellent service fast restaurant along next crowd try grill,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167553828904,2021-02-12 00:00:00+00:00,ara,Al Mumtaz Restaurant.Dammam.Br.Fakheriya,100.0,5.0,0,1,0,0,0,Dammam,neutral,neutral,ساندويش الفلافل والشورما عندهم الاخر,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167554776342,2021-02-12 14:33:00+00:00,ara,Millennium Al Aqeeq Hotel,20.0,1.0,1,0,0,0,0,Madinah,neutral,negative,الفندق ممتاز ناحية قربة الحرم موظفة الاستقبال المسائيه سيئه ومافيها احترام لزبون تتكلم طرف خشمها المفارش والسراير سئيه وغير مريحه المواقف ضيقه جدا جدا,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167555366569,2021-02-12 20:40:00+00:00,ara,Jazan Inn,100.0,5.0,1,0,0,0,0,Jizan,neutral,positive,جيدجدا,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
377380-167555369509,2021-02-11 14:44:00+00:00,ara,M Hotel Makkah by Millennium,100.0,5.0,1,0,0,0,0,Makkah,neutral,positive,فندق جميل وتعاملهم راقي متعاونين واكلهم لذيذ وشكر خاص للاستاذة مروة سندي لحسن اخلاقها وتعاونها الدايم معانا انا تعاملتهم معاهم اكثر مرة المدربة حنان قايد القيري,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167555369567,2021-02-11 14:44:00+00:00,ara,Meral Oasis Resort Taif,100.0,5.0,1,0,0,0,0,Taif,neutral,positive,ممتاز,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
